RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Geography_codes;Gender_codes
2014;15742238;705;Germany;Male;35;4;13649612;2;1;0;11667202;0;1;1
2015;15679024;553;France;Male;32;3;11632453;1;1;0;7730449;0;0;1
2016;15715297;779;Germany;Female;40;2;7547023;1;1;1;5289401;0;1;0
2017;15633612;696;France;Male;28;4;17264682;1;1;1;11647143;0;0;1
2018;15602929;728;Spain;Female;37;4;0;1;0;0;453938;0;2;0
2019;15696703;691;Germany;Male;27;3;16035868;2;1;0;14236772;0;1;1
2020;15756668;706;France;Male;30;3;9841537;1;1;1;11052048;0;0;1
2021;15565779;627;Germany;Female;30;6;5780932;1;1;0;18825849;0;1;0
2022;15795519;716;Germany;Female;18;3;1287438;1;0;0;19732213;0;1;0
2023;15761477;501;Germany;Male;24;4;13080642;2;1;0;8024114;0;1;1
2024;15731890;601;France;Male;41;1;12397116;1;0;1;17281499;0;0;1
2025;15633043;545;Spain;Female;39;6;0;1;0;0;3841074;1;2;0
2026;15752953;634;France;Male;45;9;0;2;0;0;1762282;0;0;1
2027;15603088;451;Spain;Female;23;9;0;2;0;1;4802171;0;2;0
2028;15606613;655;France;Female;59;7;0;1;1;0;8895849;1;0;0
2029;15635939;458;France;Female;39;9;0;2;1;0;11634309;0;0;0
2030;15666043;520;France;Male;33;4;15629758;2;1;1;16610261;0;0;1
2031;15746190;624;Spain;Female;28;2;0;2;0;1;10435326;0;2;0
2032;15591357;765;France;Male;51;3;1233723;1;1;1;11542932;0;0;1
2033;15658716;667;Germany;Female;37;5;9217135;3;1;0;17810634;1;1;0
2034;15679909;665;Spain;Male;41;8;0;2;1;0;13215232;0;2;1
2035;15634262;709;Germany;Male;34;4;14837519;2;1;1;2152138;0;1;1
2036;15799825;583;France;Female;44;8;0;2;1;1;2743162;0;0;0
2037;15756875;782;Spain;Male;34;6;14742244;1;0;1;4214361;0;2;1
2038;15678146;668;Spain;Female;24;7;17396232;1;0;0;10645711;1;2;0
2039;15710743;621;France;Male;47;0;0;1;1;1;13383137;1;0;1
2040;15595831;579;Germany;Female;64;6;14521543;1;1;1;16408372;0;1;0
2041;15626684;547;France;Female;38;5;16753997;1;0;1;15920734;0;0;0
2042;15709846;840;France;Female;39;1;9496897;1;1;0;8448762;0;0;0
2043;15635459;667;Germany;Female;27;3;1061165;2;1;0;367471;0;1;0
2044;15642544;723;France;Male;34;5;0;2;0;1;1209203;0;0;1
2045;15566494;487;France;Male;45;2;0;2;1;0;7747573;0;0;1
2046;15655238;668;France;Female;31;9;0;2;0;0;4129173;0;0;0
2047;15733429;520;Germany;Male;34;8;12001886;2;1;1;34338;0;1;1
2048;15814536;549;France;Male;37;2;11254154;2;0;0;4743243;0;0;1
2049;15771702;567;France;Female;35;5;16611845;2;1;0;12782718;0;0;0
2050;15723008;720;France;Female;45;1;1028824;2;1;1;3563315;1;0;0
2051;15797160;492;France;Female;49;8;0;1;1;1;18286509;1;0;0
2052;15792222;712;France;Female;37;1;1068815;2;0;0;16938681;0;0;0
2053;15644765;689;Germany;Male;26;4;12072797;1;0;1;14907388;0;1;1
2054;15610686;850;France;Male;63;8;16983257;1;0;0;18410726;1;0;1
2055;15730868;747;France;Male;41;5;0;2;1;1;2275017;0;0;1
2056;15705991;469;Germany;Male;38;9;11359942;1;0;0;1195029;0;1;1
2057;15577078;539;Spain;Male;38;6;0;1;1;1;15288007;1;2;1
2058;15679550;743;France;Male;32;9;0;2;1;0;17525278;0;0;1
2059;15787655;707;France;Male;47;3;0;2;1;0;17430329;0;0;1
2060;15668081;581;Spain;Female;50;4;0;2;1;1;8070172;0;2;0
2061;15747980;737;Spain;Male;38;6;14628279;2;1;0;1985162;0;2;1
2062;15710295;445;Germany;Female;38;6;11941362;2;1;0;17575636;0;1;0
2063;15724443;703;Germany;Female;29;3;12208463;1;0;1;8282408;0;1;0
2064;15571305;588;Germany;Female;35;1;10306063;1;1;0;17986601;1;1;0
2065;15569503;765;France;Male;44;6;0;2;1;1;15989997;0;0;1
2066;15581840;626;France;Male;33;8;0;2;1;0;13850428;0;0;1
2067;15772262;545;Germany;Male;37;9;11048386;1;1;1;12739467;0;1;1
2068;15767794;744;France;Male;31;9;12071828;1;1;1;5896149;0;0;1
2069;15629338;658;Spain;Female;31;2;3656696;1;1;0;10364498;1;2;0
2070;15790379;629;Germany;Male;28;8;1086010;1;1;1;1196477;0;1;1
2071;15750684;719;France;Female;42;4;0;1;1;0;2846586;1;0;0
2072;15697214;686;Spain;Female;36;5;0;2;1;1;15297914;0;2;0
2073;15711015;743;France;Male;36;4;0;2;1;1;19091102;0;0;1
2074;15573309;626;Spain;Female;48;2;0;2;1;1;9579498;0;2;0
2075;15805303;661;Germany;Male;44;1;14113662;1;1;0;18974278;1;1;1
2076;15741385;710;Germany;Male;45;9;10823137;1;1;1;18857408;0;1;1
2077;15780254;654;France;Male;40;6;0;1;0;0;18387288;1;0;1
2078;15744843;569;Spain;Female;34;6;14485534;1;0;0;19655532;0;2;0
2079;15815626;640;France;Male;63;2;6843245;2;1;1;11250324;1;0;1
2080;15784736;562;France;Male;45;6;13685524;1;1;0;468640;0;0;1
2081;15813412;721;France;Female;55;3;4402089;1;1;0;658644;1;0;0
2082;15809143;456;Germany;Male;32;9;13306063;1;1;1;12516792;0;1;1
2083;15617617;811;Spain;Male;39;7;0;2;1;1;17751939;0;2;1
2084;15779738;534;France;Male;24;1;0;1;1;1;16965332;0;0;1
2085;15668669;423;France;Female;36;5;9766561;1;1;0;11837255;1;0;0
2086;15687477;594;Germany;Male;28;5;18501302;1;1;0;1648112;0;1;1
2087;15578908;725;Spain;Female;32;0;0;2;1;1;13852519;0;2;0
2088;15687658;716;France;Female;52;7;6597161;2;1;0;146080;1;0;0
2089;15615020;595;Germany;Female;41;9;15046311;2;0;1;8154838;0;1;0
2090;15608886;679;France;Female;33;1;0;2;0;0;6960848;0;0;0
2091;15602551;667;Spain;Male;39;9;0;2;1;0;688738;0;2;1
2092;15672945;661;France;Female;37;5;13642518;1;1;0;8110281;0;0;0
2093;15757408;655;Spain;Male;38;3;25089809;3;0;1;810540;1;2;1
2094;15806132;555;France;Male;55;4;14679881;1;1;1;7414977;0;0;1
2095;15813022;531;Spain;Male;70;1;0;2;0;0;9950319;0;2;1
2096;15673578;611;Germany;Female;40;7;12848691;2;1;0;1010947;0;1;0
2097;15757916;600;France;Female;38;9;0;2;1;1;5885585;0;0;0
2098;15689168;531;Spain;Male;37;1;14340729;2;0;1;8440246;0;2;1
2099;15769216;601;France;Female;43;2;0;1;1;0;4971387;1;0;0
2100;15593295;548;France;Male;57;6;7616565;1;1;1;13353753;0;0;1
2101;15804814;759;France;Male;40;4;0;2;1;0;12461559;0;0;1
2102;15778934;678;Spain;Female;49;8;0;2;0;1;9809069;0;2;0
2103;15802351;755;Germany;Female;33;6;905603;2;1;1;4260769;0;1;0
2104;15630241;594;France;Male;61;3;6239122;1;1;1;19243411;0;0;1
2105;15719561;768;France;Male;42;5;0;3;0;0;606864;0;0;1
2106;15615096;492;France;Female;31;7;0;2;1;1;4946344;0;0;0
2107;15659931;637;Germany;Female;55;1;1233782;1;1;0;8143199;1;1;0
2108;15714586;646;Spain;Female;42;3;9983647;1;0;1;2290956;0;2;0
2109;15634949;593;Germany;Male;74;5;16143436;2;1;1;6553217;0;1;1
2110;15589224;596;Spain;Male;41;5;0;2;0;1;14105385;0;2;1
2111;15795990;722;Germany;Female;48;10;13831176;1;1;1;347263;1;1;0
2112;15603216;642;France;Male;25;7;0;2;1;0;10208378;0;0;1
2113;15631201;472;Spain;Female;28;4;0;2;1;0;180177;0;2;0
2114;15686255;738;Germany;Male;35;6;10174484;1;0;0;8518544;0;1;1
2115;15746594;732;Spain;Male;33;8;0;1;1;0;1198827;0;2;1
2116;15718893;404;Germany;Female;54;4;12545607;1;1;0;8371566;1;1;0
2117;15671609;701;France;Male;44;7;0;2;1;0;2342578;0;0;1
2118;15652540;683;France;Male;31;2;0;2;0;1;7732678;0;0;1
2119;15774857;460;France;Female;27;7;0;2;1;0;15615008;1;0;0
2120;15791836;690;France;Male;29;5;0;2;1;0;10857797;0;0;1
2121;15651554;618;Germany;Female;54;4;11844921;1;1;1;13357329;1;1;0
2122;15583576;671;France;Male;30;2;0;1;0;1;10205786;0;0;1
2123;15732740;765;Spain;Female;32;9;17809555;1;0;0;4724756;0;2;0
2124;15723320;651;Germany;Female;25;2;10917514;2;1;0;11456647;0;1;0
2125;15603851;704;France;Male;32;7;12778517;4;0;0;1844647;1;0;1
2126;15777923;544;France;Female;45;6;0;2;0;1;15140133;0;0;0
2127;15735719;790;France;Female;40;9;0;2;1;1;706071;0;0;0
2128;15703482;710;Germany;Male;34;9;13426036;2;1;0;14707467;0;1;1
2129;15605835;743;France;Male;37;8;6914391;2;0;1;10578018;0;0;1
2130;15664881;702;France;Male;34;4;10005477;1;1;0;10949645;0;0;1
2131;15757568;704;France;Female;45;6;0;1;1;1;13773945;0;0;0
2132;15792660;614;France;Male;38;2;11624888;1;1;0;10514092;0;0;1
2133;15599722;609;Spain;Female;43;6;8605352;2;1;1;11327646;1;2;0
2134;15726354;688;France;Female;32;6;12315795;1;1;0;17253123;0;0;0
2135;15610355;713;France;Male;44;1;6343891;1;1;0;643754;0;0;1
2136;15704284;736;Germany;Male;57;9;9529539;1;1;0;2843444;1;1;1
2137;15621893;727;France;Male;18;4;13355067;1;1;1;4694141;0;0;1
2138;15588219;850;France;Female;38;1;10687181;2;1;0;2933301;0;0;0
2139;15688619;718;Spain;Male;45;3;10526632;2;1;1;19372451;0;2;1
2140;15765518;643;France;Female;51;2;10522953;1;1;0;3496775;1;0;0
2141;15616931;653;France;Male;41;8;10276842;1;1;0;5566385;0;0;1
2142;15758372;674;France;Male;18;7;0;2;1;1;5575312;1;0;1
2143;15782591;690;France;Male;35;6;11268995;1;1;0;17696231;0;0;1
2144;15612109;819;France;Male;38;9;12233426;2;1;1;18150744;0;0;1
2145;15613712;634;Spain;Male;34;1;0;2;1;0;6199557;0;2;1
2146;15639322;633;Spain;Male;33;4;13784741;2;1;0;9834913;0;2;1
2147;15594349;850;France;Male;49;5;12248647;1;0;1;5974819;0;0;1
2148;15574167;665;France;Male;33;2;10128611;1;1;1;15984051;0;0;1
2149;15811842;630;Spain;Male;26;7;0;2;1;1;665664;0;2;1
2150;15648794;836;Spain;Male;57;4;10124706;1;1;0;3714162;1;2;1
2151;15771211;668;France;Male;38;10;8697796;1;0;1;3709475;0;0;1
2152;15588614;753;France;Male;57;7;0;1;1;0;15947508;1;0;1
2153;15630698;745;France;Female;55;9;11012359;1;0;1;5154814;1;0;0
2154;15694200;693;France;Male;36;8;17811182;1;0;0;5871963;1;0;1
2155;15721426;606;Germany;Male;65;10;12630664;3;0;0;786168;1;1;1
2156;15725997;660;France;Female;35;6;10076877;1;1;0;1919961;0;0;0
2157;15762138;608;France;Male;42;5;0;2;1;0;17850429;0;0;1
2158;15750649;744;France;Female;44;3;0;2;1;1;18901614;0;0;0
2159;15685706;731;France;Female;40;7;11899179;1;1;1;15604864;0;0;0
2160;15641835;683;France;Male;72;3;14099726;1;0;1;5287641;0;0;1
2161;15586821;727;France;Male;28;5;0;2;0;1;1965308;0;0;1
2162;15569678;561;Germany;Male;32;6;16682459;1;1;0;13945198;0;1;1
2163;15793842;700;France;Female;34;2;7632269;1;1;0;12813629;0;0;0
2164;15667554;605;France;Male;35;6;0;2;1;1;4520657;0;0;1
2165;15794479;767;Spain;Male;77;8;1490837;1;1;1;19014683;0;2;1
2166;15585041;511;France;Male;33;7;0;2;0;1;15831387;0;0;1
2167;15780650;667;France;Male;40;9;0;1;1;1;966702;0;0;1
2168;15780846;787;France;Male;33;1;12658881;2;0;1;6216353;0;0;1
2169;15805260;705;Germany;Female;56;2;14324967;1;1;0;8842841;1;1;0
2170;15621629;773;Germany;Male;43;8;8184491;2;1;1;3590846;0;1;1
2171;15662151;554;France;Male;40;4;0;1;0;1;16878004;0;0;1
2172;15747174;526;Germany;Male;58;9;19029889;2;1;1;19126376;0;1;1
2173;15651585;661;Germany;Male;35;2;11721218;1;1;1;8305203;0;1;1
2174;15649738;698;France;Female;46;0;0;2;1;1;12596202;0;0;0
2175;15633108;646;France;Male;26;4;13984817;1;1;0;16469627;0;0;1
2176;15769254;757;Germany;Female;34;9;10186136;2;0;0;18701196;0;1;0
2177;15704746;699;Spain;Male;35;2;16745566;2;1;1;5532449;0;2;1
2178;15637644;667;France;Female;24;4;0;2;0;1;3433555;0;0;0
2179;15609562;774;Spain;Female;43;1;11636007;1;1;0;1700414;0;2;0
2180;15787459;745;Spain;Male;40;3;8846682;1;0;0;11633142;0;2;1
2181;15762902;649;France;Female;42;7;0;2;0;1;2297401;0;0;0
2182;15738605;634;Germany;Female;46;5;12364236;1;1;1;4972516;1;1;0
2183;15724889;665;Spain;Male;38;9;0;1;0;1;8741274;0;2;1
2184;15730735;713;France;Male;38;9;7228684;2;1;1;2613689;0;0;1
2185;15689147;652;France;Female;40;1;0;2;1;0;12655496;0;0;0
2186;15730397;739;Spain;Male;40;1;10968161;1;1;1;1933213;0;2;1
2187;15762169;556;Germany;Male;37;9;14501864;2;1;0;9092802;1;1;1
2188;15589320;699;Spain;Male;34;8;0;1;1;1;7651046;0;2;1
2189;15799211;708;Spain;Female;32;8;18748763;1;1;1;1201155;0;2;0
2190;15798310;480;France;Male;35;2;16569291;1;1;1;19798458;0;0;1
2191;15609998;700;Germany;Female;59;5;13764841;1;1;0;14297705;1;1;0
2192;15583548;525;Spain;Female;47;6;1185600;1;1;0;8252261;1;2;0
2193;15761763;845;France;Male;33;8;16438553;1;1;0;15066497;0;0;1
2194;15764409;613;France;Male;37;9;1082865;1;1;1;11415344;0;0;1
2195;15710161;850;France;Female;34;2;0;2;1;1;17170666;0;0;0
2196;15735246;798;Spain;Female;58;9;0;2;0;0;11907156;1;2;0
2197;15791700;773;Germany;Male;47;2;11807947;4;1;1;14300749;1;1;1
2198;15670753;614;Spain;Male;35;2;12728378;1;1;1;3130235;0;2;1
2199;15573876;473;Spain;Male;48;8;0;2;1;0;711398;0;2;1
2200;15770174;762;France;Male;29;6;14138906;1;1;0;5412289;0;0;1
2201;15641114;701;France;Male;37;8;1300915;1;1;1;12003129;0;0;1
2202;15682435;600;France;Male;35;4;14374477;2;1;0;10407651;0;0;1
2203;15751788;850;Spain;Male;28;9;9740803;1;1;1;17585364;0;2;1
2204;15672598;613;Spain;Male;30;9;11192745;1;1;1;17579587;0;2;1
2205;15762803;509;France;Male;31;3;0;2;1;0;1536091;0;0;1
2206;15812982;509;Spain;Male;38;2;0;1;0;0;16846012;0;2;1
2207;15597901;609;France;Male;34;1;0;1;1;1;1811779;0;0;1
2208;15731507;456;France;Female;33;1;18828568;1;0;0;5836394;0;0;0
2209;15809826;728;France;Female;46;2;10970552;1;1;0;2027687;1;0;0
2210;15764237;663;Spain;Male;33;9;0;2;0;0;9151462;0;2;1
2211;15769917;673;Germany;Female;34;1;12712279;3;0;1;767031;0;1;0
2212;15641850;717;France;Male;40;0;9824104;1;1;0;11088714;0;0;1
2213;15770974;741;Germany;Female;37;8;17084008;2;0;0;10984316;0;1;0
2214;15803749;498;Germany;Female;41;4;8754106;2;1;1;1257721;1;1;0
2215;15684999;850;France;Female;26;4;6261096;2;0;1;1793651;0;0;0
2216;15770225;493;France;Male;36;9;0;2;1;1;6581653;0;0;1
2217;15627484;686;France;Female;47;5;11332893;1;1;0;1241709;0;0;0
2218;15610337;666;Spain;Male;35;2;10483249;1;1;0;17501512;0;2;1
2219;15752488;733;Spain;Female;31;9;10228985;1;1;1;11544166;0;2;0
2220;15610056;631;Germany;Female;34;6;12522782;2;0;1;12824703;0;1;0
2221;15806049;714;Germany;Female;49;5;14051089;1;1;0;14191494;0;1;0
2222;15736069;767;Germany;Female;35;6;13225322;1;1;0;11556657;1;1;0
2223;15763662;711;Germany;Male;43;2;3904329;2;1;1;17542369;0;1;1
2224;15615575;722;France;Male;34;8;0;2;1;1;13344749;0;0;1
2225;15691723;631;Spain;Male;55;9;9968506;1;1;0;11447498;0;2;1
2226;15774098;701;Germany;Male;38;3;12538549;2;0;1;5204466;0;1;1
2227;15750808;790;Spain;Male;46;2;13136537;2;1;1;18029068;0;2;1
2228;15744368;633;Spain;Male;58;6;9830851;1;1;1;13203413;0;2;1
2229;15610594;644;France;Female;37;8;0;2;1;0;2096888;0;0;0
2230;15756125;757;Spain;Male;44;5;14085616;2;1;0;1587351;0;2;1
2231;15623277;696;France;Female;30;8;0;2;1;1;19613444;0;0;0
2232;15795954;746;France;Male;35;2;17227401;1;1;0;2237497;0;0;1
2233;15671969;649;Spain;Male;36;8;0;2;1;0;16166815;0;2;1
2234;15791268;565;Spain;Male;38;0;12244776;1;0;0;6733934;0;2;1
2235;15713655;720;France;Female;38;10;0;2;1;1;5622972;1;0;0
2236;15633930;648;Spain;Female;56;6;15755959;2;1;0;14099123;1;2;0
2237;15712849;632;Germany;Male;41;3;1265507;1;0;0;17764452;1;1;1
2238;15639077;622;France;Female;30;2;15858482;3;1;0;14234255;1;0;0
2239;15808784;835;France;Male;28;2;16356961;2;1;1;15455928;0;0;1
2240;15648577;493;France;Female;31;3;0;1;1;1;17657028;1;0;0
2241;15670345;785;Germany;Female;33;6;12721145;1;0;0;19196183;0;1;0
2242;15633112;681;Germany;Male;42;3;11819997;2;1;0;945288;1;1;1
2243;15714397;621;Germany;Female;30;2;10101408;2;1;1;16525731;0;1;0
2244;15780038;756;Spain;Male;38;6;11920885;1;1;0;16976389;1;2;1
2245;15756305;515;France;Female;66;6;0;2;1;1;16066311;0;0;0
2246;15578799;625;France;Female;58;10;5377273;1;1;1;1920721;1;0;0
2247;15800326;717;Spain;Female;39;6;0;2;1;0;9327561;0;2;0
2248;15785485;595;Germany;Female;41;2;13887881;1;0;1;11226967;0;1;0
2249;15783958;539;Spain;Female;37;1;13092281;2;0;0;218683;0;2;0
2250;15727546;762;France;Male;35;9;0;2;1;1;430757;0;0;1
2251;15739576;706;Spain;Male;20;8;0;2;1;1;1236811;0;2;1
2252;15631333;677;Spain;Female;25;8;13086619;1;1;0;4241021;0;2;0
2253;15604782;733;Germany;Female;33;7;18725794;1;0;1;19043081;0;1;0
2254;15589643;684;Spain;Female;41;7;0;1;1;1;13839437;0;2;0
2255;15585533;679;France;Male;36;6;14773364;1;0;1;17250138;0;0;1
2256;15681506;478;Spain;Male;43;1;0;2;1;1;19791643;0;2;1
2257;15630551;696;France;Male;33;2;16313927;1;1;1;703536;0;0;1
2258;15698349;686;Spain;Female;35;4;0;2;1;1;15967655;0;2;0
2259;15776631;466;France;Female;36;5;11954015;1;0;1;8060399;0;0;0
2260;15762216;686;France;Female;41;4;12955376;2;1;0;1875998;0;0;0
2261;15623927;576;France;Male;55;9;0;2;1;1;9445097;0;0;1
2262;15681402;763;Germany;Female;61;1;6610189;1;1;1;14398127;0;1;0
2263;15586264;572;France;Male;43;2;14043198;1;1;0;2645057;1;0;1
2264;15594685;757;France;Female;49;2;0;2;0;0;16448292;0;0;0
2265;15812945;582;France;Female;29;0;0;1;1;1;8401281;0;0;0
2266;15734628;623;France;Female;35;5;0;2;1;0;10119208;0;0;0
2267;15629323;617;Germany;Female;37;4;11647143;2;1;0;17532474;1;1;0
2268;15666823;425;France;Male;39;4;0;2;1;0;19722632;0;0;1
2269;15777553;659;France;Female;56;9;12378524;1;1;0;9950403;1;0;0
2270;15613097;605;France;Female;33;4;0;2;0;1;8370066;0;0;0
2271;15622217;538;France;Female;38;8;8875895;2;0;0;2822615;1;0;0
2272;15703588;665;Germany;Male;25;5;15361183;2;1;0;3532165;0;1;1
2273;15570835;491;Germany;Female;57;4;11204472;1;1;1;4122973;1;1;0
2274;15679299;726;Spain;Female;27;7;12382607;1;0;1;7897058;0;2;0
2275;15808044;580;France;Female;65;9;10680426;3;1;0;10789069;1;0;0
2276;15579208;550;France;Female;48;6;0;2;1;1;19187028;0;0;0
2277;15684951;542;France;Female;59;2;6889277;2;1;0;790506;1;0;0
2278;15667620;732;France;Female;43;6;0;2;1;0;6573153;0;0;0
2279;15582960;473;France;Female;33;5;12582743;1;0;1;14569873;0;0;0
2280;15590730;745;Spain;Male;34;9;0;2;1;0;5004625;0;2;1
2281;15763747;732;France;Male;36;7;0;2;1;1;6083024;0;0;1
2282;15778320;848;Germany;Female;40;5;14849564;1;0;0;15885398;0;1;0
2283;15642787;572;France;Male;37;1;13304366;1;0;0;11124309;0;0;1
2284;15624633;702;France;Male;45;9;7498958;1;1;1;17101469;0;0;1
2285;15766765;664;Germany;Male;39;7;6026323;1;1;0;17083532;0;1;1
2286;15783615;630;Germany;Male;50;3;12937091;4;1;1;4777534;1;1;1
2287;15640161;618;Germany;Male;44;5;15795583;2;0;0;13929771;0;1;1
2288;15619889;556;France;Male;26;4;0;1;1;0;19516738;0;0;1
2289;15579166;619;France;Female;30;7;7072917;1;1;1;16094887;0;0;0
2290;15789097;644;France;Male;48;8;0;2;0;1;4496554;1;0;1
2291;15674880;658;Spain;Male;50;2;0;2;1;0;5213773;0;2;1
2292;15778157;598;Spain;Male;27;8;9072152;2;1;0;10929618;0;2;1
2293;15779064;677;France;Male;27;2;0;2;1;1;2009289;0;0;1
2294;15801265;689;Spain;Female;45;0;5778422;1;1;0;1978040;1;2;0
2295;15589204;591;France;Male;33;9;13176572;1;1;0;11878206;0;0;1
2296;15664543;699;France;Male;40;7;0;1;0;1;15287613;1;0;1
2297;15582714;749;Germany;Male;47;9;11002274;1;0;1;13565529;1;1;1
2298;15797595;709;France;Female;40;9;13156963;1;1;1;10397058;0;0;0
2299;15614034;607;Germany;Male;61;2;1645235;2;1;1;3578676;0;1;1
2300;15763171;650;Germany;Female;25;2;11433095;1;1;1;2532507;0;1;0
2301;15647266;651;Spain;Female;45;10;13592316;1;1;0;1873284;0;2;0
2302;15757577;676;France;Female;61;8;0;2;1;1;11852273;0;0;0
2303;15736656;723;France;Female;49;4;0;2;0;1;8997225;0;0;0
2304;15635078;714;Spain;Male;45;0;12469348;1;0;1;18719415;0;2;1
2305;15680141;759;Spain;Female;35;7;14793642;1;1;1;1067857;0;2;0
2306;15576945;582;France;Male;29;0;0;1;1;0;14251635;0;0;1
2307;15602034;697;France;Female;34;2;12655892;1;1;0;7333443;0;0;0
2308;15732020;610;Germany;Male;57;6;10693811;2;0;1;18661247;0;1;1
2309;15611029;488;Germany;Female;33;4;14000235;1;1;0;12361381;0;1;0
2310;15621210;599;Germany;Male;46;9;12344472;1;1;1;3136808;1;1;1
2311;15569222;781;France;Male;32;6;14710791;1;1;1;4006695;0;0;1
2312;15664639;645;France;Male;19;9;12851484;1;0;0;17596919;0;0;1
2313;15724223;545;France;Female;55;5;0;1;0;0;1003477;1;0;0
2314;15644621;597;Germany;Female;40;9;10675601;2;1;0;15116794;0;1;0
2315;15756056;561;Spain;Female;28;3;0;2;1;0;19138776;0;2;0
2316;15700353;662;France;Female;37;6;0;2;1;0;5122917;0;0;0
2317;15624388;649;Germany;Female;50;5;15539332;1;1;1;8735142;1;1;0
2318;15627212;630;France;Female;36;2;11041448;1;1;1;4898495;0;0;0
2319;15648005;672;Spain;Male;33;2;0;2;1;1;1827380;0;2;1
2320;15681446;636;Germany;Female;37;9;15709852;1;1;1;15353527;0;1;0
2321;15775888;593;Germany;Female;38;5;856266;1;1;1;12507965;0;1;0
2322;15749019;545;Germany;Male;45;6;9379642;2;1;1;16232126;0;1;1
2323;15709928;567;Spain;Female;41;1;0;2;1;0;341472;0;2;0
2324;15784676;583;France;Male;51;6;12526803;2;1;0;16508225;0;0;1
2325;15748116;681;France;Female;29;2;14814384;1;1;1;5202139;0;0;0
2326;15612193;762;Spain;Male;29;10;11554533;2;1;0;14825643;0;2;1
2327;15762984;648;Spain;Male;35;7;0;2;0;0;12289901;0;2;1
2328;15613713;644;France;Male;30;5;4492888;1;1;1;1077146;0;0;1
2329;15664204;706;Spain;Male;29;2;0;2;1;1;1825551;0;2;1
2330;15639415;850;France;Male;35;3;16244235;1;1;0;18356678;0;0;1
2331;15806332;484;Spain;Female;39;5;0;2;1;1;17522412;0;2;0
2332;15614929;508;Germany;Male;28;0;9621382;2;1;0;14791356;0;1;1
2333;15695492;439;France;Female;29;6;15656943;1;1;0;18059866;0;0;0
2334;15635972;484;Spain;Male;36;8;0;2;1;0;18613648;0;2;1
2335;15616380;803;Spain;Female;37;1;0;2;0;0;74552;0;2;0
2336;15581440;724;Germany;Female;48;6;11046325;2;1;1;8055211;1;1;0
2337;15654390;640;France;Male;33;7;15457576;1;1;0;2572228;1;0;1
2338;15660688;701;Spain;Female;35;9;0;2;0;0;17099686;0;2;0
2339;15806307;537;France;Male;37;3;0;2;1;1;2060332;0;0;1
2340;15647975;651;Germany;Male;26;5;14703732;1;0;0;14176326;0;1;1
2341;15595728;523;Germany;Male;41;0;11927631;1;0;0;12228438;1;1;1
2342;15735388;717;France;Female;25;7;10866485;2;1;0;19001185;0;0;0
2343;15788535;593;Spain;Male;44;5;0;1;1;0;12804698;0;2;1
2344;15765902;706;Germany;Male;38;5;16303482;2;1;1;13566217;0;1;1
2345;15642345;714;Germany;Female;49;4;9305934;1;1;0;757151;1;1;0
2346;15641250;794;Spain;Male;38;9;17958131;1;1;0;2359624;0;2;1
2347;15706163;518;Germany;Male;46;4;11362593;1;0;0;9272742;1;1;1
2348;15746708;589;Germany;Male;55;7;11996148;1;1;0;6515683;1;1;1
2349;15775203;824;France;Male;45;3;12920948;1;0;0;6015177;0;0;1
2350;15787907;719;Germany;Female;42;5;13722704;3;1;0;14909738;1;1;0
2351;15646764;617;Germany;Female;58;3;11902475;2;1;0;3519924;1;1;0
2352;15678284;651;France;Male;35;7;746235;3;1;0;12945129;1;0;1
2353;15726791;637;Spain;Female;45;2;15792945;1;1;1;14513449;1;2;0
2354;15813144;554;France;Female;26;7;9260686;2;1;0;19270969;0;0;0
2355;15669342;731;Germany;Male;35;2;12786293;2;1;0;1390837;0;1;1
2356;15710366;569;Spain;Female;42;1;0;1;1;1;836296;1;2;0
2357;15614934;625;Germany;Female;37;4;14271181;1;1;0;3562541;0;1;0
2358;15588701;592;France;Female;38;4;0;2;1;0;3533896;0;0;0
2359;15665438;669;France;Male;43;1;16315985;1;0;1;156028;0;0;1
2360;15644896;663;Germany;Male;32;3;10858686;1;1;1;18235521;0;1;1
2361;15670205;518;Germany;Female;41;5;11062499;1;1;0;8932767;0;1;0
2362;15635776;686;Germany;Female;43;5;15484624;2;1;1;1519036;0;1;0
2363;15791053;709;Germany;Male;45;4;12291771;1;1;1;1158;1;1;1
2364;15644005;571;France;Female;33;9;0;2;0;1;7751962;0;0;0
2365;15796343;707;France;Female;31;2;8278793;2;0;0;9142369;0;0;0
2366;15751057;701;Germany;Male;32;5;10250034;1;0;0;10628777;0;1;1
2367;15623430;672;France;Male;34;9;0;2;1;0;16180077;0;0;1
2368;15682600;620;Germany;Male;39;9;15949279;1;1;0;8058234;1;1;1
2369;15769312;557;Spain;Male;48;10;0;2;1;1;18509448;0;2;1
2370;15708212;648;Spain;Female;54;7;11824102;1;1;0;17258689;1;2;0
2371;15650258;479;France;Female;35;2;1130904;1;1;0;19564979;0;0;0
2372;15604345;730;France;Female;22;9;6576357;1;1;1;14579201;0;0;0
2373;15578297;737;Germany;Female;43;1;12553738;1;1;0;13851001;1;1;0
2374;15671789;616;France;Male;31;3;9426391;2;1;0;16889506;0;0;1
2375;15726186;639;Spain;Male;29;4;13343457;2;1;0;9798344;0;2;1
2376;15764618;815;Spain;Female;39;6;0;1;1;1;8516788;0;2;0
